"","PCR PfPR 6-59 months","Proportion Population only infected with pfhrp2-deleted mutants","Province"
"183",68.3856030309409,1.9993533813452,"Bas-Uele"
"184",23.2089118842722,5.73743843704723,"Equateur"
"185",32.1317849823971,4.94290813935231,"Haut-Katanga"
"186",43.058024046001,3.88131481698392,"Haut-Lomami"
"187",57.9109552651153,2.63366392049655,"Haut-Uele"
"188",43.7503289300563,3.45913839031077,"Ituri"
"189",35.1899532341968,5.57516833923197,"Kasai"
"190",51.9511938571579,3.12743271527416,"Kasai-Central"
"191",37.2620790629575,3.38228878644782,"Kasai-Oriental"
"192",24.864552101415,6.24300774447483,"Kinshasa"
"193",43.7941420855837,4.37498685086814,"Kongo Central"
"194",19.6915032679739,12.365840396835,"Kwango"
"195",19.1131818657732,10.249722957982,"Kwilu"
"196",63.5707462052861,2.34157247867538,"Lomami"
"197",45.7056993725945,3.85858512809443,"Lualaba"
"198",44.2385087905105,4.08959397229683,"Mai-Ndombe"
"199",51.4090387224716,3.48297731649984,"Maniema"
"200",35.9604636721176,5.02914045599563,"Mongala"
"201",11.772758384668,19.7578484235585,"North-Kivu"
"202",60.1969504447268,2.35074613907073,"Nord-Ubangi"
"203",26.615749275744,6.53416972039702,"Sankuru"
"204",15.814418874085,26.183234872054,"South-Kivu"
"205",30.2304730763145,5.53462424676053,"Sud-Ubangi"
"206",62.6693164583442,2.37517810183089,"Tanganyka"
"207",46.7050374907593,4.4924248119835,"Tshopo"
"208",26.8288845770622,5.65510411824128,"Tshuapa"
"209",67.9323328207032,1.8037913989004,"Bas-Uele"
"210",23.4140957586587,5.63163519422985,"Equateur"
"211",32.0421230883209,4.69515863007945,"Haut-Katanga"
"212",43.1748024904515,4.54122814023689,"Haut-Lomami"
"213",57.8404831320283,2.60686816043625,"Haut-Uele"
"214",43.6009706689175,3.59029109240794,"Ituri"
"215",35.1770143922681,5.38073969464107,"Kasai"
"216",51.3567945728217,3.16000754646639,"Kasai-Central"
"217",37.3529872981026,4.78968926806909,"Kasai-Oriental"
"218",24.4287494806813,5.9041041241758,"Kinshasa"
"219",43.2083068446705,3.64000606341987,"Kongo Central"
"220",20.1605662071515,12.2194268693465,"Kwango"
"221",19.6200527704485,6.49428879863636,"Kwilu"
"222",63.8995833553083,2.02551958225445,"Lomami"
"223",45.648090169067,4.17782398826884,"Lualaba"
"224",45.1592524348513,4.47793554896849,"Mai-Ndombe"
"225",51.0396171231056,3.43077517388414,"Maniema"
"226",36.5827170709003,5.44468636464146,"Mongala"
"227",12.9082996906622,27.4701103521896,"North-Kivu"
"228",60.6016370366509,2.45726083689237,"Nord-Ubangi"
"229",26.4525993883792,5.82668381111398,"Sankuru"
"230",15.3955546191931,23.2092211695061,"South-Kivu"
"231",30.5422856842879,5.1141305217569,"Sud-Ubangi"
"232",61.9130069783304,2.3804324923127,"Tanganyka"
"233",46.4293128503218,3.78212013349275,"Tshopo"
"234",26.4476731943567,6.30054801515318,"Tshuapa"
"235",68.716927751873,1.95510051109866,"Bas-Uele"
"236",23.4228117819093,5.63304843335363,"Equateur"
"237",32.8156154895582,5.04922590031698,"Haut-Katanga"
"238",43.2559582277827,3.99543465715855,"Haut-Lomami"
"239",58.1464794635373,2.91520457546014,"Haut-Uele"
"240",42.6525396656373,4.05558052620395,"Ituri"
"241",35.65530383231,6.06311847869418,"Kasai"
"242",51.3803114278174,3.1958274474441,"Kasai-Central"
"243",37.2960870028788,3.58725988185198,"Kasai-Oriental"
"244",25.3783897414337,5.96855571144643,"Kinshasa"
"245",44.3313572215519,4.02618251734142,"Kongo Central"
"246",19.5048564189189,10.7683418089108,"Kwango"
"247",19.2858647566884,7.55473033837636,"Kwilu"
"248",64.0290037831021,2.39065927314536,"Lomami"
"249",45.1748841129372,3.65974121990592,"Lualaba"
"250",43.5415019762846,4.60148779401224,"Mai-Ndombe"
"251",51.1715039577836,3.46375556165089,"Maniema"
"252",36.0249423600922,5.3021063155543,"Mongala"
"253",13.2608010091454,23.6920824181263,"North-Kivu"
"254",60.3807414438644,2.79298106912566,"Nord-Ubangi"
"255",27.2361596273949,6.34861655562826,"Sankuru"
"256",15.6352299298519,29.665658935087,"South-Kivu"
"257",30.5712624848068,4.949211902376,"Sud-Ubangi"
"258",61.6781106949646,2.54179692053664,"Tanganyka"
"259",45.8613798906184,3.72062649063135,"Tshopo"
"260",26.9502791810689,5.79674023629969,"Tshuapa"
