"","PCR PfPR 6-59 months","Proportion Population only infected with pfhrp2-deleted mutants","Province"
"60",51.3608335105252,3.5239837323726,"Kasai-Central"
"61",37.4548878079397,5.13778684158198,"Kasai-Oriental"
"62",25.0145803509888,6.56238192153452,"Kinshasa"
"63",44.0381391450126,4.32245955548509,"Kongo Central"
"64",19.3307566050723,8.84544039864906,"Kwango"
"65",18.8975122262386,6.76444914636883,"Kwilu"
"66",64.2028067953994,2.74103747869892,"Lomami"
"67",45.3403902034039,4.57486060841518,"Lualaba"
"68",44.3111273410194,4.77008807028635,"Mai-Ndombe"
"69",51.848550002622,3.96372855217836,"Maniema"
"70",36.6518471472425,6.24012021017254,"Mongala"
"71",11.9223076113275,17.6665714270734,"North-Kivu"
"72",60.0590623846438,3.21815858660237,"Nord-Ubangi"
"73",26.3025210084034,6.51497723922462,"Sankuru"
"74",14.2699868938401,14.6914495083741,"South-Kivu"
"75",29.3277400169924,5.34942123677718,"Sud-Ubangi"
"76",61.2956456936016,3.03013718736203,"Tanganyka"
"77",46.196797302992,4.38538207509146,"Tshopo"
"78",26.8311934329615,7.12300442699879,"Tshuapa"
"79",67.6473667678777,2.35392779324431,"Bas-Uele"
"80",23.3230736573976,5.51683247066651,"Equateur"
"81",31.6776350151468,5.83893678080543,"Haut-Katanga"
"82",43.0499182963471,4.9386517733268,"Haut-Lomami"
"83",57.9449541284404,3.67857841269846,"Haut-Uele"
"84",43.2888040712468,4.31105771208831,"Ituri"
"85",34.589223084281,5.86048068317282,"Kasai"
"86",51.419259882254,3.66393966684495,"Kasai-Central"
"87",36.4436988886559,4.67194657223322,"Kasai-Oriental"
"88",24.6594222104426,6.50599314796422,"Kinshasa"
"89",43.7178814892501,5.35813422519214,"Kongo Central"
"90",20.1063493734864,12.2963355244184,"Kwango"
"91",19.5870859008796,8.04218454032305,"Kwilu"
"92",64.5064490655436,2.91823878592356,"Lomami"
"93",44.9045088651549,4.79521676120985,"Lualaba"
"94",44.0869290009495,4.90030759712758,"Mai-Ndombe"
"95",50.8515689512799,4.2873581932927,"Maniema"
"96",36.5613998213441,5.74405903247843,"Mongala"
"97",11.6542948038176,14.7034947224189,"North-Kivu"
"98",60.4442568458819,2.97661301707463,"Nord-Ubangi"
"99",27.0267441251897,5.81085576246827,"Sankuru"
"100",15.6231776493665,17.594803671258,"South-Kivu"
"101",30.3310077112731,4.90316371540143,"Sud-Ubangi"
"102",62.214281961011,2.85595785274582,"Tanganyka"
"103",46.2716413197916,4.65158534755094,"Tshopo"
"104",26.0500680842149,5.69753490896507,"Tshuapa"
"105",68.0123397691612,2.42383049496805,"Bas-Uele"
"106",23.5590815951243,6.00066476479528,"Equateur"
"107",31.7725752508361,5.85422581628667,"Haut-Katanga"
"108",43.3631598453963,5.30128434968244,"Haut-Lomami"
"109",58.1287535560004,3.44127263778343,"Haut-Uele"
"110",43.9094235562391,3.92007532463836,"Ituri"
"111",35.4652071931196,6.14410395302737,"Kasai"
"112",50.8868243243243,3.85386649404989,"Kasai-Central"
"113",36.9533065708853,4.81500591776559,"Kasai-Oriental"
"114",24.6979370020577,6.40894171543158,"Kinshasa"
"115",43.5366624525917,4.23272777172542,"Kongo Central"
"116",19.8073320845598,10.9981174270611,"Kwango"
"117",19.1953541906456,9.2042223268076,"Kwilu"
"118",63.9185563213553,2.77791389737061,"Lomami"
"119",45.0299713317696,4.37462893937529,"Lualaba"
"120",43.9224773541184,5.29940317165712,"Mai-Ndombe"
"121",51.738219895288,4.39051035423412,"Maniema"
"122",35.908425674263,5.87220200971239,"Mongala"
"123",11.7791149688482,17.9819066254632,"North-Kivu"
"124",60.3826311263972,3.05624936692345,"Nord-Ubangi"
"125",27.3250290298744,4.88508611999021,"Sankuru"
"126",14.2136248948696,23.3062077386731,"South-Kivu"
"127",30.2110817941952,5.55100473359801,"Sud-Ubangi"
"128",61.7045751633987,3.20411701345752,"Tanganyka"
"129",46.2484237074401,4.83445568319034,"Tshopo"
"130",26.7813658020116,5.35250649145927,"Tshuapa"
"131",67.8149451241926,2.5384896927088,"Bas-Uele"
"132",23.8060016906171,6.35386191270334,"Equateur"
"133",31.7815152633521,5.16149982386166,"Haut-Katanga"
"134",43.1288311416147,5.11528078236978,"Haut-Lomami"
"135",58.60625719368,2.98887590934813,"Haut-Uele"
"136",43.9458576921051,4.24762305350699,"Ituri"
"137",34.8996804442349,5.44404244688837,"Kasai"
"138",51.8746680828465,3.55480963100222,"Kasai-Central"
"139",36.6730460870015,5.36998531867161,"Kasai-Oriental"
"140",25.2547953797104,5.60723079638949,"Kinshasa"
"141",43.1669134757774,4.46980631945945,"Kongo Central"
"142",19.8112715708253,10.9236468437937,"Kwango"
"143",19.6362871859561,8.59745508019769,"Kwilu"
"144",64.4041914591122,2.59735599942985,"Lomami"
"145",45.446479828819,4.09784135816442,"Lualaba"
"146",44.3723970689019,3.97033506022014,"Mai-Ndombe"
"147",51.7752262024446,4.10793228484325,"Maniema"
"148",35.8133207764349,5.60417758416557,"Mongala"
"149",11.4790056402757,15.4266379942206,"North-Kivu"
"150",60.2674810446504,2.87254884407293,"Nord-Ubangi"
"151",26.7521638167617,5.92881527312086,"Sankuru"
"152",15.0638834849361,22.904360939662,"South-Kivu"
"153",30.7777543267201,6.21172735243112,"Sud-Ubangi"
"154",61.7174369747899,3.28090009816954,"Tanganyka"
"155",46.0190998786472,4.68778019322934,"Tshopo"
"156",26.2532769782248,6.81369966546789,"Tshuapa"
"157",68.1296101159115,2.48513479996934,"Bas-Uele"
"158",23.2239717731318,5.04406112217179,"Equateur"
"159",32.2403514276749,5.78531037566794,"Haut-Katanga"
"160",43.2481171104275,4.71620195429756,"Haut-Lomami"
"161",58.3122841383577,3.38746212485715,"Haut-Uele"
"162",43.2634179677233,4.39152105555776,"Ituri"
"163",34.8481686319524,6.97904141159736,"Kasai"
"164",51.8990016375258,3.9420786195645,"Kasai-Central"
"165",37.7049180327869,5.24988257106461,"Kasai-Oriental"
"166",25.4447352956889,7.91303483580964,"Kinshasa"
"167",44.4293264953687,5.21428381886114,"Kongo Central"
"168",20.3093864708967,11.5354428265581,"Kwango"
"169",19.1811700566156,8.1986388816185,"Kwilu"
"170",64.3026878597455,3.00569528067237,"Lomami"
"171",44.9822842851188,4.7827879281603,"Lualaba"
"172",44.8665352442858,4.75869448489819,"Mai-Ndombe"
"173",51.0266994095825,4.26361662595448,"Maniema"
"174",36.1184980321242,5.83371936101736,"Mongala"
"175",12.0846549841402,19.0067025156083,"North-Kivu"
"176",60.3533755274262,3.09359678982955,"Nord-Ubangi"
"177",26.358957864265,6.13802101729555,"Sankuru"
"178",14.9210596735349,24.9277134510372,"South-Kivu"
"179",30.6552587646077,5.21423329623037,"Sud-Ubangi"
"180",62.1185678777302,2.89893780201447,"Tanganyka"
"181",46.1967572076534,4.51885410119618,"Tshopo"
"182",27.3470688190314,6.24904656788234,"Tshuapa"
"183",68.2346750855038,2.5021366604911,"Bas-Uele"
"184",22.5957696201183,7.1760004984997,"Equateur"
"185",32.6982954245607,5.46258275798563,"Haut-Katanga"
"186",43.2965545956074,5.50620293898167,"Haut-Lomami"
"187",57.7563865235098,3.40527421175631,"Haut-Uele"
"188",43.2829510622556,3.86006345284448,"Ituri"
"189",35.3975815316966,5.15354194282875,"Kasai"
"190",51.7103672954653,3.878578909546,"Kasai-Central"
"191",36.8769897186994,5.24069339057388,"Kasai-Oriental"
"192",25.118308970449,6.40893192157421,"Kinshasa"
"193",43.9859295427101,4.55041166421292,"Kongo Central"
"194",19.8220490681268,11.1008789004481,"Kwango"
"195",19.2492680886658,7.50684472687543,"Kwilu"
"196",64.0836148648649,2.76946369421779,"Lomami"
"197",45.7056675662804,4.9524938556297,"Lualaba"
"198",44.4957014049067,4.83705485921426,"Mai-Ndombe"
"199",51.754935756816,4.14018265057081,"Maniema"
"200",36.7440887214899,5.96045214759659,"Mongala"
"201",12.4204324267452,17.353398219405,"North-Kivu"
"202",60.4440702935915,3.00204315803937,"Nord-Ubangi"
"203",26.6878643349232,5.6698011822258,"Sankuru"
"204",14.7278268179908,20.6888397355124,"South-Kivu"
"205",30.0783317455277,5.55440106631403,"Sud-Ubangi"
"206",61.6261879619852,2.96382870153869,"Tanganyka"
"207",46.1959639151066,4.22863851557308,"Tshopo"
"208",26.9103686998479,5.85584603102509,"Tshuapa"
"209",68.059241957745,2.58132174990909,"Bas-Uele"
"210",23.6681406611918,5.71110813143785,"Equateur"
"211",32.2033898305085,6.37908146727651,"Haut-Katanga"
"212",43.1958926586566,4.90911648100369,"Haut-Lomami"
"213",57.6799367255471,3.28582680179179,"Haut-Uele"
"214",43.2681608647274,3.76008078203183,"Ituri"
"215",35.1648927803702,6.9605111494425,"Kasai"
"216",51.6652569253542,3.64378816245853,"Kasai-Central"
"217",37.1677697237105,5.02427193098478,"Kasai-Oriental"
"218",24.6298999165972,6.53185588867465,"Kinshasa"
"219",43.57013911012,5.13666762999672,"Kongo Central"
"220",19.9375487900078,11.6112168661448,"Kwango"
"221",19.4785926239932,7.60056798048966,"Kwilu"
"222",63.8676032354193,2.84127876545908,"Lomami"
"223",45.5904020206272,4.59838622166184,"Lualaba"
"224",44.6080735286438,5.19371522299645,"Mai-Ndombe"
"225",50.7587373764078,4.43843841931251,"Maniema"
"226",37.3854042575232,5.69734134481825,"Mongala"
"227",12.0841180163214,20.2262889194279,"North-Kivu"
"228",60.0146313424257,3.39783246801613,"Nord-Ubangi"
"229",27.5111017128357,5.77112042780187,"Sankuru"
"230",14.6783227765272,17.0169575332464,"South-Kivu"
"231",31.0166693294989,5.96124722627429,"Sud-Ubangi"
"232",62.227475702653,3.1019857667044,"Tanganyka"
"233",46.6071897139858,5.37075891947847,"Tshopo"
"234",27.1797013678605,6.94257283524459,"Tshuapa"
"235",68.4663289001478,2.61056208139184,"Bas-Uele"
"236",23.5228539576366,6.20019503754003,"Equateur"
"237",32.8154001166675,6.55016295114512,"Haut-Katanga"
"238",43.1583855758769,5.08196485233482,"Haut-Lomami"
"239",57.8512831299958,3.35134730419158,"Haut-Uele"
"240",43.2730175625333,4.60948446647875,"Ituri"
"241",35.2813278888476,5.81547306986931,"Kasai"
"242",51.2878827947321,3.97749873874141,"Kasai-Central"
"243",37.1238517579981,4.14399739202653,"Kasai-Oriental"
"244",25.732524068648,5.44273461178813,"Kinshasa"
"245",43.4959774318253,4.3001422637526,"Kongo Central"
"246",20.0606789768269,11.1293688169733,"Kwango"
"247",19.1332484617017,7.49263549070456,"Kwilu"
"248",64.3161606062201,2.83202731378858,"Lomami"
"249",44.8335791025911,5.05385501361055,"Lualaba"
"250",44.3843748343669,5.12816219937094,"Mai-Ndombe"
"251",50.4853344587466,3.92904423532443,"Maniema"
"252",36.2618796198522,6.79084168458954,"Mongala"
"253",12.6003803888419,25.2675266932685,"North-Kivu"
"254",60.1477367979883,3.02801771616387,"Nord-Ubangi"
"255",26.8585005279831,6.55127316446521,"Sankuru"
"256",14.5417063114494,18.7204988680518,"South-Kivu"
"257",29.8383688992183,6.11434752063489,"Sud-Ubangi"
"258",61.3434727503168,3.16371050978818,"Tanganyka"
"259",45.8262890955199,4.46447033164565,"Tshopo"
"260",26.8090029448885,6.64989406336651,"Tshuapa"
